bank_name,txn_id,amount,hour,day_of_week,is_weekend,device_risk_score,location_risk_score,user_behavior_score,outcome
KOTAK SAVINGS,TXN5158076,0.0,5,0,0,0.3271769425285439,0.42063965756531785,0.48581628617342054,0
UNKNOWN,5602334,99688.0,10,4,0,0.5558746918267146,0.2262057658036466,0.636312840076252,0
BOB SAVINGS,TXN7416351,57133.0,10,4,0,0.4087207622276604,0.1692117713350707,0.36039748570581576,0
HDFC SAVINGS,TXN581674,80935.0,7,5,1,0.8184753678688415,0.9933803203292133,0.979668675983717,1
HDFC SAVINGS,TXN1968845,500000.0,14,3,0,0.8317761965817175,0.10225896203823714,0.08162298044557947,0
UNKNOWN,TXN9610255,24082.0,19,5,1,0.6326259871511386,0.5054252948307812,0.018628292777717492,0
ICICI CURRENT,TXN6045937,6043.0,13,5,1,0.04444347632452306,0.8951015649625885,0.8892831052116746,1
ICICI CURRENT,TXN7551725,48456.0,16,4,0,0.8061068647452562,0.05969782227991438,0.19716331181246438,1
SBI SAVINGS,TXN2223517,69206.0,4,1,0,0.9619091444366017,0.661014607032738,0.9222757166003197,1
SBI SAVINGS,TXN6966001,10016.0,23,5,1,0.29886215852664344,0.5804100231779726,0.2715222255379748,1
HDFC SAVINGS,TXN2214400,0.0,13,2,0,0.18322586690535436,0.5850420481447424,0.4081917817720213,0
KOTAK SAVINGS,TXN4671743,84842.0,10,5,1,0.7129601777644295,0.892090833390705,0.3318771489375857,1
BOB SAVINGS,TXN8267984,910.0,5,1,0,0.6708614550864241,0.3101568086177675,0.40426134723402285,0
SBI SAVINGS,TXN8841377,55256.0,17,2,0,0.8597478956615386,0.7339004157889332,0.798825091552285,1
BOB SAVINGS,TXN7064971,23155.0,3,6,1,0.7458795453207882,0.26207092650214825,0.6541455922412722,0
KOTAK SAVINGS,TXN8846684,150000.0,22,5,1,0.36559284287557825,0.6695157076020122,0.6973626903614653,0
BOB SAVINGS,TXN8854220,48317.0,19,3,0,0.9867428127262102,0.5242979444524516,0.8456529107576897,0
ICICI CURR,TXN5440451,98220.0,21,1,0,0.162105210117502,0.6167205480784498,0.8975286594355575,0
ICICI CURR,TXN847196,89938.0,6,0,0,0.8850973152528143,0.10090608455121408,0.9669842922224883,0
SBI SAVINGS,TXN882722,309.0,15,6,1,0.7284766841211328,0.2395513490931246,0.4747376149873008,1
HDFC SAVINGS,TXN6363558,70971.0,16,3,0,0.15971839668709742,0.25680297704525257,0.5040768053058848,1
HDFC SAVINGS,TXN4380549,81569.0,22,6,1,0.2592607282521938,0.8417604082132918,0.9531423397737832,1
KOTAK SAVINGS,9129374,500000.0,17,3,0,0.5282248652305088,0.550977883139597,0.849671089726699,0
UNKNOWN,TXN2759212,150000.0,5,6,1,0.06741462714284785,0.20856902832892832,0.859361595691076,0
HDFC SAVINGS,TXN3278037,49595.0,6,1,0,0.14055989676966874,0.5348537675454644,0.38701240327862274,1
SBI SAVINGS,TXN2581004,79036.0,21,1,0,0.37743181621796773,0.7177731344581402,0.1438251784525143,1
UNKNOWN,TXN4197129,97911.0,17,1,0,0.8402937923765286,0.08356994708000365,0.16928435746616655,0
HDFC SAVINGS,TXN8432799,26832.0,10,4,0,0.5099545060026142,0.3362261930848156,0.3420890412006775,1
SBI SAVINGS,TXN5743443,88564.0,11,5,1,0.3219735998673302,0.3789700792944526,0.6126674073276269,1
HDFC SAVINGS,TXN1664967,150000.0,7,1,0,0.02761637610492962,0.9629726257427166,0.3079412595458536,0
SBI SAVINGS,TXN2105746,78259.0,22,6,1,0.7343061396880105,0.923485355355452,0.520923257900725,1
ICICI CURRENT,TXN6280442,77796.0,20,3,0,0.14783379456878265,0.6167275917865472,0.9550134829825855,1
ICICI CURR,TXN7613907,8018.0,16,4,0,0.3127412324376333,0.24068532021069322,0.8880690204626343,0
HDFC SAVI,TXN4394798,24870.0,5,2,0,0.4080473309345336,0.7806245451637019,0.6118514835317286,0
HDFC SAVINGS,TXN2257992,26628.0,2,1,0,0.3437028772804831,0.18453034415776504,0.0218016771511641,1
AXIS SAVINGS,ABC7624815,97749.0,14,0,0,0.2656386663803172,0.010788496262492231,0.15483131819344675,0
UNKNOWN,TXN5852313,40634.0,14,6,1,0.8891585209331556,0.19565642784342852,0.057616565520395624,0
ICICI CURRENT,TXN1219320,75962.0,5,3,0,0.3025238209896878,0.24035981648863403,0.6045346260844965,1
AXIS SAVINGS,TXN4639993,98876.0,7,3,0,0.8386197944064862,0.26446882881443,0.03232710649084147,1
ICICI CURR,TXN-8608226,44017.0,17,1,0,0.9931570382255354,0.9855489948896256,0.189803958666388,0
ICICI CURRENT,TXN3588190,0.0,3,5,1,0.5917144508271667,0.9966147040452663,0.8992915489592944,0
HDFC SAVINGS,TXN3996854,17573.0,19,6,1,0.19875247716857825,0.7569001354287388,0.349551788203346,1
KOTAK SAVINGS,TXN-3644622,36106.0,22,3,0,0.6398397656097723,0.09442807969363554,0.6201371599606872,0
AXIS SAVINGS,TXN5445777,32962.0,15,1,0,0.49210210563892964,0.091554227264382,0.9576094831283543,1
KOTAK SAVINGS,TXN9731146,500000.0,19,4,0,0.552043456872418,0.24092559247157808,0.2537038075121455,0
SBI SAVINGS,TXN3367832,73861.0,15,5,1,0.23359025825436397,0.8326425783351343,0.8907040273859212,1
HDFC SAVINGS,TXN247052,87475.0,14,1,0,0.004335108609341276,0.6729349022863503,0.6144744270825184,1
HDFC SAVINGS,TXN1103232,500000.0,10,4,0,0.641715240655889,0.539365268844742,0.1588975124346247,0
SBI SAVINGS,TXN4240651,93394.0,8,1,0,0.210212033898861,0.5461072586951875,0.7988295904903792,1
AXIS SAVINGS,TXN7959020,74307.0,2,3,0,0.44519296021600285,0.7394705295465476,0.8084933404891876,1
BOB SAVINGS,TXN596056,500000.0,23,3,0,0.20353471792042743,0.8333747742543871,0.2041990625927761,0
ICICI CURRENT,TXN3608281,500000.0,18,3,0,0.69243089075629,0.7759483026755978,0.03242777292368959,0
HDFC SAVINGS,TXN5725828,95947.0,8,2,0,0.22238158017909282,0.33252835975457073,0.3531330751434124,1
ICICI CURRENT,TXN1351344,21186.0,23,5,1,0.3559397100173025,0.4451875457397445,0.9590617769846655,1
HDFC SAVINGS,TXN5442997,90655.0,6,6,1,0.987589709495422,0.5804122081451776,0.48734367114298405,1
ICICI CURRENT,TXN5815647,32174.0,18,2,0,0.4383038804020907,0.5633312538407954,0.29438035887794045,1
AXIS SAVINGS,TXN590585,0.0,8,6,1,0.9143850491088091,0.27769146735935,0.7396712609496345,0
HDFC SAVINGS,TXN8990671,83658.0,8,4,0,0.29117806474891517,0.5800919374896184,0.8259696948354687,1
KOTAK SAVINGS,TXN6881511,74233.0,23,4,0,0.03868326089800023,0.48888865647017843,0.2553136360993602,1
HDFC SAVINGS,TXN5600914,13096.0,5,2,0,0.27152612403165854,0.50168866231351,0.15627120882426326,1
KOTAK SAVINGS,TXN9659977,65821.0,15,2,0,0.38368740163842463,0.8327833141884883,0.9215037270922941,1
SBI SAVINGS,TXN2532587,82188.0,18,4,0,0.9232762501126367,0.7579277033437887,0.08423280282272172,1
HDFC SAVINGS,TXN9264480,99143.0,15,5,1,0.2137821452823473,0.34925954124279956,0.17445674172430503,1
SBI SAVINGS,TXN805824,84205.0,5,4,0,0.5842091411992317,0.14292487554641098,0.8334006895493897,1
KOTAK SAVINGS,TXN6515432,-100.0,19,2,0,0.31641499301219267,0.801646274096891,0.42152539978002457,0
HDFC SAVINGS,TXN5150496,25773.0,23,3,0,0.7409932515849736,0.22481694058946544,0.5897710456544126,1
HDFC SAVINGS,TXN754616,90724.0,16,2,0,0.14467316210251524,0.2772411197625019,0.9468454954741332,1
ICICI CURR,TXN7833893,77998.0,14,1,0,0.16697272604718938,0.27404289192659625,0.23896653358859643,0
SBI SAVINGS,TXN3569438,69016.0,17,0,0,0.9232086927115225,0.8606649794869103,0.9926003034595411,1
SBI SAVING,TXN8280801,56528.0,21,4,0,0.4902959447989105,0.3663217057115824,0.10923586419874975,0
ICICI CURRENT,TXN8628395,80276.0,22,5,1,0.18668288697451507,0.6846356862604369,0.41869200068281087,1
AXIS SAVINGS,TXN906573,66821.0,2,1,0,0.22032186816621135,0.8101445016750272,0.8310799267742651,1
KOTAK SAVINGS,TXN3801375,72176.0,4,1,0,0.19312724382271984,0.6521984621920563,0.5465759107914545,1
UNKNOWN,TXN1479138,12806.0,12,0,0,0.21613517867529075,0.31190876278632373,0.4390799863377891,0
ICICI CURRENT,TXN9695203,72336.0,21,6,1,0.2322879276355424,0.649878664448666,0.9999738676462568,1
KOTAK SAVINGS,TXN5897761,58385.0,15,4,0,0.14293701820571802,0.6581894046615252,0.2488835765021954,1
SBI SAVINGS,TXN8000801,14212.0,2,1,0,0.14137505560476804,0.09404407597665354,0.34502962301172535,1
BOB SAVINGS,TXN1718850,94477.0,21,3,0,0.8059404029893552,0.2761227833440265,0.8973616239704609,0
ICICI CURRENT,TXN8760489,40903.0,6,2,0,0.4845088905137711,0.8995770574131097,0.8866385104021997,1
AXIS SAVINGS,TXN2934229,10088.0,18,0,0,0.6194548188356432,0.9499181814991947,0.9273514906632403,1
KOTAK SAVINGS,TXN2241000,71592.0,13,4,0,0.6578524102879766,0.299320026031615,0.18948140273081326,1
ICICI CURRENT,TXN369258,83064.0,0,6,1,0.37033407800111307,0.054283429756587065,0.7241814188334466,1
KOTAK SAVINGS,TXN4334522,500000.0,18,6,1,0.36741724498340966,0.4255948647753949,0.4820753969533401,0
HDFC SAVINGS,TXN6453473,69949.0,14,4,0,0.7633163880745206,0.3025990403605272,0.9857660705627346,1
KOTAK SAVINGS,TXN8119223,500000.0,13,3,0,0.1759471402733378,0.3255009028561425,0.7073892404294659,0
BOB SAVINGS,TXN6177167,58191.0,8,3,0,0.48159617343827754,0.5678128758506288,0.6862423299072766,0
HDFC SAVINGS,TXN3694642,40703.0,19,3,0,0.266341112802403,0.022407596479367298,0.833541702882851,1
AXIS SAVINGS,TXN9704262,24374.0,10,3,0,0.8161276158975765,0.21970178026461207,0.7288923761497493,1
SBI SAVINGS,TXN3148782,76722.0,15,1,0,0.009372833598881192,0.08002943017169961,0.7691343114295612,1
SBI SAVINGS,TXN7257640,28475.0,14,3,0,0.8713640348195938,0.5353438492401724,0.9753820837519926,1
HDFC SAVINGS,TXN143937,53499.0,22,4,0,0.5057778750460619,0.6207578417833939,0.8935998186820111,1
HDFC SAVINGS,TXN9918416,93375.0,7,5,1,0.7511965133284821,0.52838365731706,0.5152955458007813,1
ICICI CURRENT,TXN8979381,7376.0,4,0,0,0.7960856962695749,0.2166130014661839,0.9043073050704701,1
AXIS SAVINGS,3598450,94339.0,6,3,0,0.2792733941000348,0.10928743795296658,0.25667282652566015,0
ICICI CURR,TXN847111,96060.0,17,2,0,0.3820331159802727,0.955839660910142,0.40931185708520823,0
AXIS SAVINGS,TXN443853,78046.0,19,0,0,0.35691736959316356,0.6951379725274976,0.6486654724626412,1
KOTAK SAVINGS,TXN688877,500000.0,21,2,0,0.384300160110138,0.6085544808356751,0.15975063104443465,0
SBI SAVINGS,TXN7313506,68896.0,21,6,1,0.9692943623653549,0.7178438712687342,0.1432275578101796,1
KOTAK SAVINGS,TXN675,20754.0,12,4,0,0.9269875331045009,0.2799135696961099,0.6768906165888243,0
HDFC SAVINGS,TXN-5774156,76780.0,16,2,0,0.5033212592453877,0.6521420616113862,0.04482671415349859,0
HDFC SAVINGS,TXN1774809,87029.0,14,2,0,0.19935946957802475,0.8273914062194143,0.6765759070836642,1
AXIS SAVINGS,TXN6006892,96573.0,2,5,1,0.5797581251238626,0.6150208890304737,0.8910479269261551,1
SBI SAVINGS,TXN4463051,90462.0,4,2,0,0.42612181803736593,0.5297845253437857,0.2521189641034901,1
HDFC SAVI,TXN1933284,26729.0,1,6,1,0.5984792878167189,0.12952612675421704,0.7223992488915677,0
AXIS SAVINGS,TXN1913177,26089.0,11,1,0,0.806812478906251,0.3306762187631821,0.16506161551019327,1
ICICI CURRENT,TXN9315922,3579.0,12,0,0,0.5476668900148858,0.2182776596318894,0.025173129705610142,1
AXIS SAVINGS,TXN585,14509.0,16,0,0,0.9653122662134649,0.8330644898880977,0.7171498830838108,0
AXIS SAVINGS,TXN3196215,28469.0,22,1,0,0.27413275881336674,0.061871760891748395,0.6138039256198008,1
AXIS SAVINGS,TXN8357524,34935.0,10,1,0,0.15262130785023031,0.4195990921766397,0.6139576525680112,1
HDFC SAVINGS,TXN1507725,99510.0,15,3,0,0.1617857344817476,0.10871173927698252,0.28963747875183843,1
SBI SAVINGS,TXN5290304,83717.0,12,6,1,0.09745594724472584,0.8967823686630506,0.5999112626239146,1
HDFC SAVINGS,TXN7944867,3665.0,21,3,0,0.3055361467878869,0.1378907774213355,0.08804100770431578,1
SBI SAVINGS,TXN7359654,27244.0,3,6,1,0.6555370314380662,0.647476116659836,0.7594708797062277,1
ICICI CURR,TXN415247,98039.0,15,5,1,0.06955051474046536,0.18495958740233964,0.9129630819181804,0
KOTAK SAVINGS,TXN7155797,80373.0,21,4,0,0.8673334331482606,0.37621697781935637,0.35303093800093566,1
ICICI CURRENT,TXN4418435,43688.0,10,5,1,0.701758985278943,0.6672070550215495,0.2505063553118331,1
HDFC SAVI,ABC6449707,150000.0,3,0,0,0.4909215784782912,0.6606073318109776,0.3649205143999844,0
SBI SAVINGS,TXN3459193,80240.0,23,2,0,0.1905942705726379,0.5779886113627715,0.533648618117687,1
SBI SAVINGS,8958711,42393.0,23,1,0,0.3457642178215381,0.4274896501846589,0.7267096859306178,0
AXIS SAVINGS,TXN1972825,38155.0,16,3,0,0.8607442186043064,0.41568147042382875,0.5319504721467401,1
HDFC SAVI,TXN2741244,17276.0,10,6,1,0.8575583966481833,0.8070860955085659,0.03225513679859626,0
KOTAK SAVINGS,TXN3566187,56110.0,21,6,1,0.2960771175475615,0.24671370022398809,0.4483074382393344,1
AXIS SAVINGS,TXN5806272,12816.0,11,6,1,0.3495581125110284,0.9369689504338609,0.562530297556382,1
UNKNOWN,TXN3069193,30211.0,14,5,1,0.11776216680131879,0.4446262636120777,0.7355533222833047,0
BOB SAVINGS,TXN8553235,21203.0,4,6,1,0.899122829808388,0.15939310846183774,0.32922106100678206,0
ICICI CURRENT,ABC5695664,57030.0,3,3,0,0.2786057851313827,0.8245299665869112,0.8192312779048112,0
KOTAK SAVINGS,TXN9624973,27847.0,13,3,0,0.4254352927105085,0.07358148713877477,0.3501663568576976,1
KOTAK SAVINGS,TXN8290784,29925.0,9,6,1,0.2587156021883388,0.12423839663659952,0.6991294159634353,1
HDFC SAVI,TXN8375711,-100.0,5,5,1,0.26595480944374594,0.8892251418386968,0.596796693012926,0
KOTAK SAVINGS,ABC4090962,15856.0,20,2,0,0.6604694623687837,0.8390219583342059,0.47394951584929745,0
SBI SAVINGS,TXN7822536,-100.0,16,1,0,0.8778690069105127,0.40965417255231695,0.41869257489005063,0
AXIS SAVINGS,TXN8796295,70681.0,14,0,0,0.836208097245307,0.1803662918585185,0.14565734342745273,1
SBI SAVINGS,TXN7666929,25778.0,0,2,0,0.6677818990302073,0.35759477719861343,0.46433044139626267,1
KOTAK SAVINGS,TXN643769,67261.0,7,4,0,0.8426642462959465,0.26483803383328797,0.3589991410061667,1
ICICI CURR,TXN7898419,64764.0,1,5,1,0.4713372403206141,0.6684652551688978,0.6412800749860456,0
SBI SAVINGS,TXN2888119,52541.0,16,4,0,0.212130575866338,0.2940298705546427,0.7065900589026224,1
ICICI CURRENT,TXN3181179,500000.0,10,1,0,0.21015823400717704,0.4743929207350639,0.28848104223372784,0
SBI SAVINGS,TXN-3509017,86416.0,3,2,0,0.45480668768265975,0.2963772047770482,0.9956850891930389,0
KOTAK SAVINGS,TXN4650774,49958.0,8,1,0,0.5003717699093277,0.04699638330284939,0.28064639140881575,1
AXIS SAVINGS,TXN8332636,23348.0,22,4,0,0.19709701465908724,0.5008270423112718,0.15003976429087684,1
AXIS SAVINGS,TXN7268449,25673.0,13,0,0,0.6874158037710209,0.4219000034601844,0.9284563216185407,1
ICICI CURRENT,TXN758,5888.0,6,0,0,0.10083147886227539,0.23876641676204202,0.024077668326494828,0
KOTAK SAVINGS,TXN6188892,22045.0,19,6,1,0.8964940341502134,0.39201901116649207,0.48069002157479146,1
AXIS SAVINGS,TXN6554650,29654.0,8,0,0,0.9366808702579869,0.06453101979976916,0.5455406085610935,1
KOTAK SAVINGS,ABC2585190,25455.0,19,6,1,0.9924483202994093,0.02964007265172286,0.660058172583868,0
ICICI CURRENT,TXN5838283,62516.0,10,1,0,0.5446962964475864,0.32668482178994906,0.863717975010348,1
KOTAK SAVINGS,TXN377957,58116.0,21,4,0,0.36564944619222595,0.6421997080057483,0.02824620621007623,1
KOTAK SAVINGS,TXN8306460,20791.0,18,0,0,0.6061677013350956,0.36319379261233,0.2490928544567138,1
ICICI CURRENT,TXN5629473,97139.0,17,5,1,0.7056372943682397,0.35918755341656505,0.19071640404123924,1
KOTAK SAVINGS,TXN577,55004.0,7,4,0,0.08783431501234051,0.6613426119979924,0.6008423796554239,0
AXIS SAVINGS,TXN5295875,36485.0,9,6,1,0.8332158673815061,0.5162876079989436,0.9438784516095817,1
KOTAK SAVINGS,TXN1618791,19835.0,15,6,1,0.3890854077582948,0.5291084281888585,0.019886916463436433,1
HDFC SAVINGS,TXN5289741,34056.0,11,2,0,0.22861909644035883,0.6447234896286991,0.1302279463585363,1
ICICI CURR,TXN7618619,90853.0,5,6,1,0.5731794337584197,0.46920198735275565,0.7426769177482193,0
SBI SAVING,TXN9093526,44766.0,10,2,0,0.4556491209889797,0.4275807369730473,0.0731396210137586,0
HDFC SAVINGS,TXN8903089,71267.0,19,5,1,0.9058675059310862,0.993738288324387,0.4218539669894834,1
HDFC SAVINGS,TXN6869039,85190.0,1,4,0,0.3950440606960004,0.8398165838040135,0.6333826706057111,1
KOTAK SAVINGS,TXN7283505,45578.0,14,4,0,0.537991420533321,0.8741743690436998,0.05051688955984235,1
AXIS SAVINGS,TXN4877520,0.0,22,2,0,0.20525434263094167,0.9312952273844844,0.6546209352003144,0
HDFC SAVINGS,TXN4797446,34576.0,23,1,0,0.4252329674986606,0.4340003902403837,0.5528646478382048,1
KOTAK SAVINGS,TXN6882449,34540.0,11,1,0,0.8034295086518954,0.2826901724810438,0.4491064816840312,1
ICICI CURRENT,TXN4045537,1801.0,8,6,1,0.3581631218512067,0.1624147755576998,0.5185055288779082,1
HDFC SAVINGS,TXN3129915,45815.0,5,1,0,0.691343149489243,0.31707520039422077,0.6486365373724183,1
AXIS SAVINGS,TXN9906209,11208.0,1,6,1,0.21460819173170165,0.5471279542305324,0.6788544438340626,1
SBI SAVINGS,TXN625056,5558.0,23,6,1,0.7288170327753302,0.5795941984312686,0.3197571219487634,1
ICICI CURRENT,TXN125993,12325.0,21,0,0,0.4809936394209524,0.7459713380804366,0.48502070768959626,1
AXIS SAVINGS,TXN9336120,13756.0,6,0,0,0.014488686159288666,0.8803644095245726,0.9540497599279182,1
ICICI CURRENT,5498942,67089.0,18,0,0,0.21112419421574524,0.46682354440731955,0.9802983319862062,0
ICICI CURRENT,TXN3978233,92129.0,16,1,0,0.4325612408464108,0.7987536228167271,0.7604567395401959,1
HDFC SAVINGS,TXN9896370,11694.0,14,0,0,0.37778748839734255,0.8124908900812213,0.49378868454551106,1
ICICI CURR,TXN4556191,79143.0,1,1,0,0.12502549891989356,0.9784531482143263,0.45457545889364714,0
BOB SAVINGS,TXN7891507,53095.0,13,3,0,0.7858716640665898,0.9568687598478888,0.9014895298426958,0
SBI SAVINGS,TXN5264798,55031.0,2,1,0,0.5210790229509967,0.988412235839528,0.5034030859993316,1
UNKNOWN,ABC2521379,150000.0,17,4,0,0.7783288946351516,0.36606329158205253,0.6209359117258434,0
UNKNOWN,TXN9710257,22105.0,19,5,1,0.45641541474875547,0.007664019977058456,0.6262648040753331,0
KOTAK SAVINGS,TXN1776351,95034.0,2,5,1,0.7625409966287506,0.7557323191817289,0.4697821502398424,1
ICICI CURRENT,TXN5797586,68232.0,1,5,1,0.510336045441686,0.6313037773282109,0.7030483956698775,1
HDFC SAVINGS,TXN8567754,2632.0,20,4,0,0.8719014587755067,0.9221553807938861,0.6267310498074485,1
BOB SAVINGS,6384533,208.0,6,6,1,0.5252591137465916,0.9666777542502296,0.28265496422746417,0
HDFC SAVINGS,TXN3297174,2462.0,9,1,0,0.8499628782918436,0.24923654452881672,0.31316835508274754,1
KOTAK SAVINGS,ABC4739728,26887.0,13,5,1,0.5035326258967027,0.06591364670392086,0.883699924597536,0
KOTAK SAVINGS,TXN7075343,38736.0,13,5,1,0.9406883663257773,0.5724514742474719,0.0987000057205385,1
ICICI CURRENT,ABC9422865,80094.0,23,0,0,0.22539203262367946,0.15213820430219172,0.6453055385632509,0
HDFC SAVINGS,TXN440521,47185.0,15,1,0,0.6743257244310511,0.7214044133839546,0.26050245145406514,1
SBI SAVINGS,TXN1978209,88550.0,4,6,1,0.40185990568907637,0.8380356018481746,0.4823185800675971,1
ICICI CURR,TXN7189582,10469.0,16,6,1,0.9131747844730791,0.7085142552588386,0.6774832154673305,0
KOTAK SAVINGS,TXN5923003,17575.0,4,3,0,0.1293592282716498,0.5639907834416131,0.04892154797499948,1
HDFC SAVI,TXN1385051,12919.0,1,6,1,0.6063675581993586,0.6282113667005017,0.7519662256864816,0
HDFC SAVINGS,TXN8799653,21748.0,19,2,0,0.6678925491386364,0.5484673282084135,0.8038294972201466,1
ICICI CURRENT,ABC9410149,93740.0,7,2,0,0.31780061887858757,0.8289923438524542,0.003036019125454037,0
SBI SAVINGS,TXN4667404,1717.0,20,4,0,0.7841967786883813,0.03462537717841041,0.030436535737308867,1
SBI SAVING,TXN-2585341,74631.0,20,1,0,0.6555839879367761,0.1852753273993748,0.7344772563550613,0
SBI SAVINGS,TXN6394106,43025.0,8,6,1,0.2257669428311906,0.4970498942381125,0.4581724632651236,1
SBI SAVINGS,TXN5310603,57345.0,8,0,0,0.9092227571041466,0.30271466502377065,0.7539834102251664,1
ICICI CURRENT,TXN1428885,150000.0,7,0,0,0.8438545669795144,0.9210190140008959,0.372702583754439,0
SBI SAVINGS,TXN2136314,0.0,21,5,1,0.3149534494754631,0.12893628489343045,0.1547586013401483,0
HDFC SAVINGS,TXN9510795,0.0,17,1,0,0.3771075883381082,0.2379366817213978,0.8763120495828826,0
SBI SAVINGS,TXN5658784,31644.0,3,1,0,0.663682279739218,0.42119968989304846,0.28896224734423925,1
SBI SAVINGS,TXN9888685,76963.0,22,4,0,0.9102012835620344,0.11773230034288884,0.18358503108533386,1
AXIS SAVINGS,TXN6601891,500000.0,22,2,0,0.49558375599236615,0.057313046519332445,0.08823330205710644,0
SBI SAVINGS,TXN5376906,75707.0,5,0,0,0.7034578431096701,0.38604776655731043,0.3267523893783747,1
KOTAK SAVINGS,TXN1736591,15069.0,5,0,0,0.25591009642192375,0.10437692881958427,0.7055997631197547,1
KOTAK SAVINGS,TXN4681015,32865.0,7,3,0,0.8729754964590887,0.39876759052076993,0.9628696397384934,1
KOTAK SAVINGS,TXN2080185,74209.0,12,6,1,0.3406616915379539,0.9062289371518715,0.5448304133297851,1
AXIS SAVINGS,TXN8332624,6691.0,19,5,1,0.5994537733200799,0.9019344250462051,0.5784069497708648,1
ICICI CURRENT,TXN3414270,87719.0,18,6,1,0.6049343886130572,0.4439955225777864,0.5484989969501705,1
SBI SAVING,TXN118862,82225.0,23,0,0,0.5711367094613602,0.2754529722464739,0.5276099006976114,0
ICICI CURRENT,ABC3156128,0.0,14,1,0,0.3924516888622668,0.9517746605906637,0.925738987733331,0
ICICI CURRENT,ABC9890856,47377.0,3,5,1,0.1172205881945817,0.14521514145351566,0.08280902896905251,0
BOB SAVINGS,TXN5328690,150000.0,10,5,1,0.46368226922591804,0.5049114154418077,0.35482338004332625,0
KOTAK SAVINGS,TXN645287,41544.0,7,4,0,0.3053715903346411,0.689611019868291,0.251371129240501,1
UNKNOWN,TXN4149333,52754.0,13,6,1,0.9303198167838618,0.3065612143292866,0.8433328214545933,0
SBI SAVINGS,TXN5054310,38203.0,5,5,1,0.15459089994372344,0.6077081673741014,0.6286406516738093,1
SBI SAVINGS,TXN9919968,91411.0,4,5,1,0.12330420558804378,0.26931649510577294,0.9522754503465832,1
KOTAK SAVINGS,TXN6223852,59553.0,5,4,0,0.21897845098423818,0.5878564159989407,0.7002100149902226,1
ICICI CURR,TXN6115027,89211.0,14,6,1,0.6852781545363933,0.13431229977918668,0.15156525652372754,0
HDFC SAVINGS,TXN5182694,62114.0,8,0,0,0.9513862184004778,0.43606061209230473,0.429364820389177,1
